trial_id,epoch,train_HuberLoss,train_MSE,train_MAE,val_HuberLoss,val_MSE,val_MAE,hidden_size,num_layers,learning_rate,batch_size,window_size,train_l1,train_mse,train_mae,val_l1,val_mse,val_mae,dropout
1,1,54.79146061772885,5425.998874830163,55.28807598611583,6.525690691811698,49.38980919974191,7.025690759931292,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,2,49.64656133237092,4822.8202116593075,50.13997484290081,10.837848254612513,128.57353864397322,11.337848254612513,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,3,46.27792905724567,4406.345936650815,46.77449234672215,11.999599729265485,156.27147129603796,12.499599729265485,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,4,43.76458731941555,4093.2416222613792,44.25940198483674,5.943090098244803,49.53536442347935,6.434858662741525,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,5,41.76829711250637,3857.323035198709,42.26256511522376,8.134755407060895,76.66963359287807,8.634755338941302,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,6,40.19881588479747,3678.34911047894,40.69059770003609,7.420720645359585,67.27863475254604,7.920720372881208,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,7,39.083990262902304,3550.8718978218412,39.576651780501656,4.106069428580148,26.972926548549108,4.593100956508091,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,8,38.357685254967734,3468.9349365234375,38.85171541960343,3.6845241955348422,22.45230565752302,4.1746689932686945,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,9,37.97720710090969,3425.5604964546537,38.46884669428287,5.318439211164202,37.33138983590262,5.818439143044608,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,10,37.82234233358632,3407.9929756496263,38.31213121828826,5.953889165605817,44.360037667410715,6.453889233725412,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,11,37.79108470419179,3404.473579738451,38.28112950532333,5.953889165605817,44.360037667410715,6.453889233725412,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,12,37.76135030000106,3401.1577440344768,38.251517005588695,6.579418318612235,52.00933946881975,7.079418454851423,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,13,37.614805636198625,3384.4989093282948,38.105555492898695,7.865196091788156,70.30029296875,8.36519615990775,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,14,37.24560853709345,3342.547076681386,37.73628558283267,4.17545189176287,28.693302427019393,4.667626449040005,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,15,36.59504450922427,3266.830083432405,37.08467956211256,2.376004559653146,12.480794497898646,2.845872095652989,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,16,35.665092136548914,3154.8597783627715,36.15606133834176,11.617646217346191,152.51640101841517,12.113454954964775,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,17,34.708141990329906,3015.8106490425444,35.20300516874894,11.89596584865025,154.45349775041853,12.39596584865025,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,18,33.134153117304265,2850.246110999066,33.62528137538744,9.23950481414795,98.88328988211495,9.738192013331822,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,19,31.629235018854555,2681.2193656589675,32.11707811770232,13.778709820338658,204.36648559570312,14.278709820338658,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,20,30.20363782799762,2507.572559522546,30.694118250971254,7.8147880009242465,73.95624487740653,8.314787864685059,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,21,28.807113481604535,2351.3739677097487,29.294046236121137,4.082554646900722,34.20868764604841,4.535587004252842,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,22,27.7571905384893,2218.830715013587,28.242796773495883,9.241116659981865,96.43069784981864,9.741116659981865,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,23,26.35162011436794,2097.2990165378737,26.831927962925125,5.876070431300572,40.73840604509626,6.376070431300572,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,24,25.824740948884383,2007.4871010158372,26.30677206619926,6.671267373221261,51.4554067339216,7.171267373221261,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,25,24.650428253671397,1919.576637931492,25.12395442050436,4.797582762581961,28.09011541094099,5.297582762581961,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,26,23.972064785335373,1856.777569314708,24.445086209670357,3.470078672681536,15.811111041477748,3.970078706741333,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,27,23.590984655463178,1814.3107173753822,24.05846747108128,3.2099928855895996,14.009755543300084,3.7099928855895996,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,28,23.393108056939166,1790.7013911371646,23.863266903421152,3.6735851764678955,22.492816380092076,4.113046203340803,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,29,23.06029054392939,1770.5499420166016,23.52455170258232,3.6841749804360524,22.731536047799246,4.135176147733416,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,30,22.990433568539828,1765.918533988621,23.451836648194686,3.321734292166574,19.787777491978236,3.785923855645316,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,31,22.965859599735428,1764.5251949144447,23.42454771373583,3.321734292166574,19.787777491978236,3.785923855645316,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,32,22.95736657018247,1763.4525126581607,23.41399329641591,2.795201097215925,15.713938440595355,3.2552738189697266,192,1,0.0011158768589137112,32,30,,,,,,,0.3
1,33,22.908538051273514,1757.7684243243673,23.36520080981047,2.836920772280012,16.082862990243093,3.309273992265974,192,1,0.0011158768589137112,32,30,,,,,,,0.3
