trial_id,epoch,train_HuberLoss,train_MSE,train_MAE,val_HuberLoss,val_MSE,val_MAE,hidden_size,num_layers,learning_rate,batch_size,window_size,train_l1,train_mse,train_mae,val_l1,val_mse,val_mae
1,1,0.021106160148823012,0.042212320297646024,0.15406154717008272,0.010908786091022193,0.021817572182044387,0.12498280219733715,128,1,0.009909173777312612,32,12,,,,,,
1,2,0.009456761397207933,0.018913522794415865,0.10127808844360213,0.007570883986772969,0.015141767973545939,0.10740322852507234,128,1,0.009909173777312612,32,12,,,,,,
1,3,0.008635882519835528,0.017271765039671056,0.09617477244076629,0.007676043314859271,0.015352086629718542,0.09318056143820286,128,1,0.009909173777312612,32,12,,,,,,
1,4,0.004957238279530429,0.009914476559060859,0.06563770460585754,0.0011717441666405648,0.0023434883332811296,0.03821599995717406,128,1,0.009909173777312612,32,12,,,,,,
1,5,0.0037262428595568053,0.007452485719113611,0.05367752529370288,0.0059576997882686555,0.011915399576537311,0.076930221170187,128,1,0.009909173777312612,32,12,,,,,,
1,6,0.003610979537067275,0.00722195907413455,0.05704934033565223,0.003249139481340535,0.00649827896268107,0.0720715462230146,128,1,0.009909173777312612,32,12,,,,,,
1,7,0.0021335177032142383,0.0042670354064284766,0.04500771158685287,0.0013865062792319804,0.002773012558463961,0.03677095239982009,128,1,0.009909173777312612,32,12,,,,,,
1,8,0.0018355647353018867,0.0036711294706037734,0.037042026951288186,0.0012501466553658247,0.0025002933107316494,0.037451970390975475,128,1,0.009909173777312612,32,12,,,,,,
1,9,0.0017100333567820296,0.0034200667135640592,0.03455590613884851,0.0002237608123323298,0.0004475216246646596,0.01361382834147662,128,1,0.009909173777312612,32,12,,,,,,
1,10,0.0011728328219457278,0.0023456656438914556,0.029913686215877533,0.0009688038990134373,0.0019376077980268747,0.03666318953037262,128,1,0.009909173777312612,32,12,,,,,,
1,11,0.0016695179686697277,0.0033390359373394554,0.03757601875501374,0.00033661953784758225,0.0006732390756951645,0.020202497020363808,128,1,0.009909173777312612,32,12,,,,,,
1,12,0.0010191476746210053,0.0020382953492420106,0.028065097673485678,0.001585346290084999,0.003170692580169998,0.03970769979059696,128,1,0.009909173777312612,32,12,,,,,,
1,13,0.0012856069370172918,0.0025712138740345836,0.03158599332285424,0.0012557335503515787,0.0025114671007031575,0.04439036874100566,128,1,0.009909173777312612,32,12,,,,,,
1,14,0.0014020411604178662,0.0028040823208357324,0.035038706089835614,0.0002123646763720899,0.0004247293527441798,0.01586087141185999,128,1,0.009909173777312612,32,12,,,,,,
1,15,0.000837646323361696,0.001675292646723392,0.02570069416348512,0.0008732930946280248,0.0017465861892560497,0.03491683001630008,128,1,0.009909173777312612,32,12,,,,,,
1,16,0.0006464681555371499,0.0012929363110742997,0.023175217230649043,0.00033867406273202505,0.0006773481254640501,0.016785355866886675,128,1,0.009909173777312612,32,12,,,,,,
1,17,0.0005812791691444849,0.0011625583382889697,0.019938651763368398,0.0003561852581697167,0.0007123705163394334,0.02187286107800901,128,1,0.009909173777312612,32,12,,,,,,
1,18,0.00047423323195516787,0.0009484664639103357,0.018435770257686574,8.391538494834094e-05,0.00016783076989668189,0.009483820060268044,128,1,0.009909173777312612,32,12,,,,,,
1,19,0.00037295357977503346,0.0007459071595500669,0.014636485682179531,0.00032038022345659556,0.0006407604469131911,0.01798487117048353,128,1,0.009909173777312612,32,12,,,,,,
1,20,0.0004474343960509941,0.0008948687921019882,0.01911437245629107,0.00027602617046795785,0.0005520523409359157,0.018179659615270793,128,1,0.009909173777312612,32,12,,,,,,
