learning_rate,batch_size,hidden_size,num_stacked_layers,window_size,train_mse,val_mse,train_mae,val_mae
0.001,16,128,3,7,0.02283773141228879,0.020646837539970875,0.1433937158815715,0.18368716423328108
0.001,16,128,3,10,0.02211743560073213,0.02557829162105918,0.1430152135768107,0.1687026287500675
0.001,16,128,3,14,0.020939874872662283,0.005318583589262114,0.13587414612993598,0.07323459478525016
0.001,16,128,3,20,0.014092787038881649,0.010262859877772056,0.1033146156275526,0.12571661116985175
0.001,16,128,3,50,0.012310609048255152,0.005432328101820671,0.0875905631337224,0.09022435545921326
0.001,16,128,4,5,0.03758499295450747,0.03397510859828729,0.20395807072520256,0.2362536512888395
0.001,16,128,4,7,0.025202521061220645,0.019292999488803055,0.14987375511198628,0.18230736828767335
0.001,16,128,4,10,0.017687816202535997,0.06390830831458935,0.12771400041422065,0.24279590180286995
0.001,16,128,4,14,0.010924029233137844,0.008303752437663766,0.08270494329432647,0.09693735837936401
0.001,16,128,4,20,0.015128921667866885,0.010538136891017739,0.08884577373874948,0.09695890431220715
0.001,16,128,4,50,0.018204860964920598,0.008748779753939463,0.1259042031881286,0.11830670329240653
0.001,32,32,1,5,0.03048563587013632,0.017491623892315795,0.16981727570295335,0.13702475705317088
0.001,32,32,1,7,0.03355700183659792,0.012260539989386286,0.1892060349881649,0.11500098769153867
0.001,32,32,1,10,0.024044610671699048,0.01377737129639302,0.15232680648565292,0.12660164386034012
0.001,32,32,1,14,0.02650840496062301,0.014327108061739377,0.160451032842199,0.1446342266031674
0.001,32,32,1,20,0.030599556397646666,0.026661694049835205,0.18206116060415903,0.1846250934260232
0.001,32,32,1,50,0.032486996602355725,0.02050394910786833,0.1841033273154781,0.18325676023960114
0.001,32,32,2,5,0.030458308989182115,0.013652262211378132,0.16867233991622924,0.11996550645147051
0.001,32,32,2,7,0.031880578165873884,0.016347001971943036,0.1776279428601265,0.12302615387099129
0.001,32,32,2,10,0.026989496406167747,0.013753768056631088,0.16346951633691786,0.13038358624492372
0.001,32,32,2,14,0.026010091280719887,0.022153578033404692,0.16380752312640348,0.18124891817569733
0.001,32,32,2,20,0.029512451762760367,0.03253566021365779,0.17423209315165877,0.18495175455297744
0.001,32,32,2,50,0.032975534916788875,0.011822558806410857,0.18259307245413461,0.125673774097647
0.001,32,32,3,5,0.030750953946262597,0.01259366808725255,0.17120593011379243,0.11737441803727831
0.001,32,32,3,7,0.036014163764193655,0.02950936183333397,0.20056359842419624,0.189657632793699
0.001,32,32,3,10,0.019664158010855318,0.006056790971862418,0.12830631837248802,0.0959759269441877
0.001,32,32,3,14,0.06766518800092551,0.05250439101031849,0.29029154730960727,0.26121643824236734
0.001,32,32,3,20,0.0528260419863121,0.017106599573578154,0.24659330816939473,0.15518062029566085
0.001,32,32,3,50,0.07422996282444469,0.054379080555268695,0.3011874084671338,0.2503732144832611
0.001,32,32,4,5,0.032165767699480055,0.011314940173178911,0.18128809750080108,0.11638066385473524
0.001,32,32,4,7,0.03233167512575164,0.042199602882776945,0.18125127822160722,0.2407644603933607
0.001,32,32,4,10,0.022588680582121014,0.009165065629141671,0.13693721145391463,0.10729515978268214
0.001,32,32,4,14,0.06719597486274627,0.049315731706363816,0.2855542643616597,0.25914730983121054
0.001,32,32,4,20,0.07051417724384616,0.06180407000439508,0.2947737816721201,0.2823196713413511
0.001,32,32,4,50,0.07414867409637996,0.05188045384628432,0.30049329357487814,0.2445400357246399
0.001,32,64,1,5,0.02903333614580333,0.015365694649517536,0.16277279116213322,0.12391500068562371
0.001,32,64,1,7,0.024974511628970505,0.013274352066218853,0.15290678851306438,0.1250454251255308
0.001,32,64,1,10,0.024979520393535494,0.020302347439740385,0.1560354660451412,0.1659885836499078
0.001,32,64,1,14,0.02513199142413214,0.01670885698071548,0.15561828731248775,0.1488404061113085
0.001,32,64,1,20,0.02616907057624,0.018922398665121624,0.15739200869575143,0.15596112608909607
0.001,32,64,1,50,0.027123359198282872,0.014409698745501893,0.1638683903784979,0.13825084907667978
0.001,32,64,2,5,0.030430679330602287,0.013547644418265139,0.1669215390086174,0.11574610748461314
0.001,32,64,2,7,0.024263129429891707,0.020687697189194814,0.15142222076654435,0.16126708260604314
0.001,32,64,2,10,0.02219671441242099,0.01830902203385319,0.13868544965982438,0.15204875596932002
0.001,32,64,2,14,0.025729385272522148,0.02658502065709659,0.16020035681625208,0.1901220508984157
0.001,32,64,2,20,0.023938204011453006,0.022267559144113745,0.15216137065241733,0.17145745243344987
0.001,32,64,2,50,0.02839323400431091,0.01691901184884565,0.1679802577765215,0.1548159910099847
0.001,32,64,3,5,0.031211512070149182,0.011929126057241644,0.17421173095703124,0.11353327440364021
0.001,32,64,3,7,0.024434733176603912,0.01883205784750836,0.14506970822811127,0.13902171488319123
0.001,32,64,3,10,0.018742492906749248,0.011448600861643041,0.11999156817793846,0.12319583020039968
0.001,32,64,3,14,0.024697214326200385,0.028074498687471663,0.15718387067317963,0.18601604018892562
0.001,32,64,3,20,0.023302079913264606,0.014441084914973803,0.14336176154514155,0.13473165460995265
0.001,32,64,3,50,0.025960556142741724,0.018898058350064924,0.1570509308505626,0.1492138249533517
0.001,32,64,4,5,0.031376488655805584,0.01195423464689936,0.17565034598112106,0.1211336510522025
0.001,32,64,4,7,0.026650475142523646,0.019686100206204822,0.15280558198690414,0.1428358725139073
0.001,32,64,4,10,0.021098838886246085,0.01419498013066394,0.13763522773981093,0.1336208784154483
0.001,32,64,4,14,0.024953790785123903,0.026304196832435473,0.16046501509845257,0.19000132381916046
0.001,32,64,4,20,0.019006332760909572,0.00803113735413977,0.13355875915537277,0.11459760048559733
0.001,32,64,4,50,0.03593528241894785,0.06163580449564116,0.18502705686149143,0.2758074402809143
0.001,32,128,1,5,0.028178188810124995,0.01315837779215404,0.16380800932645798,0.10754200709717614
0.001,32,128,1,7,0.024104007259011268,0.025380411318370273,0.15395016267895698,0.18318775721958705
0.001,32,128,1,10,0.024234197470359504,0.021894353574940136,0.15215245753526688,0.17448732895510538
0.001,32,128,1,14,0.02677452909119893,0.021543929619448527,0.15941501626123986,0.1802052961928504
0.001,32,128,1,20,0.02666411773922543,0.023393610625394752,0.1594761524659892,0.17422551555292948
0.001,32,128,1,50,0.026320831265322687,0.01488550566136837,0.15921300853646936,0.14056428628308432
0.001,32,128,2,5,0.029551821313798427,0.013619052379259042,0.16744591027498246,0.11451409118516105
0.001,32,128,2,7,0.02386196456849575,0.02521287463605404,0.1429559937119484,0.17004110557692392
0.001,32,128,2,10,0.020284923193976283,0.022722276725939343,0.12818630784749985,0.17622152822358267
0.001,32,128,2,14,0.02623877061220507,0.02758952828922442,0.1631158390082419,0.19436978016580855
0.001,32,128,2,20,0.018956673363087855,0.025532089306839874,0.12782624379421273,0.18134635899748122
0.001,32,128,2,50,0.024659631175122092,0.019899376601512943,0.15251160058237256,0.16476276091166905
0.001,32,128,3,5,0.03233639942482114,0.01373815383496029,0.18201120048761368,0.12913400679826736
0.001,32,128,3,7,0.024572317921556532,0.026309518409626826,0.14614975988864898,0.17306565812655858
0.001,32,128,3,10,0.018030004487372936,0.02111729740032128,0.11599857419729233,0.16353035611765726
0.001,32,128,3,14,0.028989088988358464,0.03620226042611258,0.17092193538943926,0.2133962767464774
0.001,32,128,3,20,0.014782974860281684,0.014995698417936052,0.10613642679527402,0.1294718352811677
0.001,32,128,3,50,0.027565238149171428,0.008599601819046907,0.16434407926031522,0.11826458466904503
0.001,32,128,4,5,0.0323341245111078,0.010854777015213455,0.18076684832572937,0.11690304747649602
