learning_rate,batch_size,hidden_size,num_stacked_layers,window_size,train_mse,val_mse,train_mae,val_mae
0.001,32,128,4,7,0.02473700711503625,0.02243651476289545,0.1477574910223484,0.1564342560512679
0.001,32,128,4,10,0.01972215115092695,0.01813480111637286,0.12211022660136223,0.1594488833631788
0.001,32,128,4,14,0.017887070551902678,0.011792703398636408,0.11976375135903557,0.12526854872703552
0.001,32,128,4,20,0.02137275835654388,0.008732333712811981,0.14024259118984142,0.10189938119479588
0.001,32,128,4,50,0.023233653689246802,0.018858355336955616,0.13867116684005373,0.16144625842571259
0.01,16,32,1,5,0.00570197066408582,0.005122360988305165,0.07989251479506493,0.07862528728751036
0.01,16,32,1,7,0.00732733199743516,0.015178347185540658,0.08656417696299601,0.13498794459379637
0.01,16,32,1,10,0.005192690242048619,0.004849142448690075,0.06972877536805308,0.07971586401645954
0.01,16,32,1,14,0.007980479179119962,0.009131359187169718,0.09524977824185044,0.11504112814481442
0.01,16,32,1,20,0.007012971647163021,0.011222526180342985,0.08120213884939538,0.0989323487648597
0.01,16,32,1,50,0.006747062167538921,0.008266322637120118,0.07402039296561624,0.10844189329789235
0.01,16,32,2,5,0.004508159150718711,0.004865240386257378,0.06691367220133543,0.08259377628564835
0.01,16,32,2,7,0.005763567278484757,0.01122226078922932,0.07780986199421543,0.12038345291064335
0.01,16,32,2,10,0.0070272605833229225,0.004728541575157299,0.08188718865264435,0.06516816323766342
0.01,16,32,2,14,0.004428637335270953,0.019410105493779365,0.07015725558934112,0.13737424921530944
0.01,16,32,2,20,0.004373425415944942,0.0031611305804779897,0.07240915900849282,0.06197041674302174
0.01,16,32,2,50,0.0020344269315700795,0.0029580097515673307,0.042555047562573015,0.05294770202957667
0.01,16,32,3,5,0.025251878993585705,0.016109886328474834,0.16229549929499626,0.12849241495132446
0.01,16,32,3,7,0.007016889108891352,0.010360768494697718,0.08392250469448614,0.09194334510427254
0.01,16,32,3,10,0.012450069298359508,0.01110797400514667,0.11801723786154572,0.13130870518776086
0.01,16,32,3,14,0.012554555483802687,0.018885537373045318,0.11171137246613701,0.1483295365021779
0.01,16,32,3,20,0.0063310352505798985,0.026497244691619508,0.08537169700448817,0.16621485295204017
0.01,16,32,3,50,0.01239784785671296,0.009039471928889934,0.10758918832714964,0.10484137844580871
0.01,16,32,4,5,0.03233502546325326,0.021511129533442166,0.1816209328174591,0.15172189474105835
0.01,16,32,4,7,0.007134940028867723,0.011364767292084603,0.08448922272999676,0.11225478064555389
0.01,16,32,4,10,0.02220752935533469,0.04028010554611683,0.1455201422985719,0.24817720514077407
0.01,16,32,4,14,0.014004416969934633,0.011255606113431545,0.0994038658682257,0.10331558865996507
0.01,16,32,4,20,0.01904062146043524,0.013851029153626699,0.12310581614679479,0.11741361996302238
0.01,16,32,4,50,0.013518320302842411,0.010288329777092887,0.10441968508246469,0.10562616070875755
0.01,16,64,1,5,0.007102770608616993,0.012157665744710427,0.08390149373561144,0.12715444427270156
0.01,16,64,1,7,0.007828172671665646,0.012276808014855934,0.09273061194286054,0.13767088032685793
0.01,16,64,1,10,0.007452682327738683,0.014573370554269506,0.08480216152205759,0.11672716157940718
0.01,16,64,1,14,0.010145490545255598,0.014282539988366457,0.10620102821849287,0.1283528460906102
0.01,16,64,1,20,0.006839501697810347,0.0076179925280694775,0.08990557507631626,0.10338438531527153
0.01,16,64,1,50,0.008345416640556167,0.005968215266385904,0.08980857417350863,0.09435645376260464
0.01,16,64,2,5,0.005921320044144522,0.020266790731021993,0.07544449273496866,0.16320030047343329
0.01,16,64,2,7,0.007641086552045023,0.008378079769989619,0.08711613456205446,0.0870766995044855
0.01,16,64,2,10,0.011080916911572675,0.011241057207091497,0.10686177441052028,0.11618588578242522
0.01,16,64,2,14,0.00471895322122388,0.0029116837003339943,0.0670540613355115,0.05558145318466883
0.01,16,64,2,20,0.007419054509150458,0.017328851247349612,0.09550320325379676,0.16091517416330484
0.01,16,64,2,50,0.007497322079072502,0.006135851556721788,0.08067881125139027,0.09948215862879387
0.01,16,64,3,5,0.01195823729649419,0.027791627539465062,0.1036363810300827,0.1275178578037482
0.01,16,64,3,7,0.006364037042806799,0.008915269281715155,0.08186494445010108,0.11045656582483879
0.01,16,64,3,10,0.0027335170877394173,0.0028818038632520116,0.04969932720521275,0.06681673142772454
0.01,16,64,3,14,0.009483503677377788,0.05401099014740724,0.10382106496642034,0.2308403574503385
0.01,16,64,3,20,0.0057050039666021206,0.01823269210469264,0.08183156924837447,0.15408096920985442
0.01,16,64,3,50,0.010425171264015683,0.0354213545528742,0.1097729891175177,0.24515352455469278
0.01,16,64,4,5,0.008045168085955083,0.005790707100039491,0.09472108080983162,0.08873539303357784
0.01,16,64,4,7,0.003936617278817053,0.0023322469966772655,0.06458004640073192,0.05396803382497568
0.01,16,64,4,10,0.017241238445347667,0.01979772474330205,0.13563713051226675,0.16387300938367844
0.01,16,64,4,14,0.07592274881123255,0.06782772965156116,0.3129661250859499,0.27580756407517654
0.01,16,64,4,20,0.058108143736311096,0.04173701242185556,0.2532563266601968,0.24081386511142439
0.01,16,64,4,50,0.012093545227288836,0.008712717905067481,0.11710126879738599,0.1169264752131242
0.01,16,128,1,5,0.006678251198027283,0.009580019780864509,0.08563435055315495,0.09786303513325177
0.01,16,128,1,7,0.008792294228534994,0.015061206112687405,0.09968435490617947,0.13903643763982332
0.01,16,128,1,10,0.007683310695752806,0.010712655153698646,0.0848511810965684,0.10262681945012166
0.01,16,128,1,14,0.009386946861316877,0.010821789359817138,0.09744792970983933,0.12099645458734952
0.01,16,128,1,20,0.013421100946985422,0.021515707557017986,0.1124031588910742,0.17448319494724274
0.01,16,128,1,50,0.00609114464860773,0.004210555925965309,0.07693495728620668,0.08035009841506298
0.01,16,128,2,5,0.004797565813059918,0.006477542221546173,0.0698368326947093,0.09635864656705123
0.01,16,128,2,7,0.0063520488352989965,0.007297209481923626,0.07657497049290307,0.07440420584036754
0.01,16,128,2,10,0.011498609191871114,0.011055892261748131,0.10798563663752711,0.12307203904940532
0.01,16,128,2,14,0.008081287497285908,0.008860593822856363,0.09725499746855348,0.10197815786187465
0.01,16,128,2,20,0.007736797411083937,0.010473962694119949,0.09537370292905797,0.13131402432918549
0.01,16,128,2,50,0.013817958985405644,0.010429058044862289,0.12198594635034479,0.10628130974677893
0.01,16,128,3,5,0.0083057926944457,0.009116623586473556,0.10045687407255173,0.10072852499209918
0.01,16,128,3,7,0.0061025492732926295,0.004287849869937277,0.08062683551439218,0.0611552636210735
0.01,16,128,3,10,0.070562194804756,0.06238553816309342,0.29470068930971377,0.3141491814301564
0.01,16,128,3,14,0.0033520109194190204,0.006095964121274077,0.05831454178163161,0.0815177525465305
0.01,16,128,3,20,0.01480500715006975,0.012950596793626364,0.11827577301796446,0.12892566735927874
0.01,16,128,3,50,0.08000954945867018,0.04726213553490547,0.31922633291744607,0.2613125512233147
0.01,16,128,4,5,0.006854473573621362,0.005069718785727253,0.07858922943472862,0.06357907360562912
0.01,16,128,4,7,0.028278401458864004,0.01713397869696984,0.16870044050168018,0.15849708708433005
0.01,16,128,4,10,0.04434529363120697,0.064105141048248,0.21843705341524008,0.3235015066770407
0.01,16,128,4,14,0.0034663047199501307,0.009461556731436688,0.06173142313491553,0.09655916346953465
0.01,16,128,4,20,0.07297643213631942,0.05880359187722206,0.3017830653710568,0.28230558794278365
0.01,16,128,4,50,0.010748781749365352,0.016214949938540276,0.11143289097562069,0.16647187906962174
0.01,32,32,1,5,0.007392005086876452,0.012227051758340426,0.08835108906030655,0.13719605122293746
0.01,32,32,1,7,0.012137998233083636,0.01876428603593792,0.10709534987807273,0.1490657553076744
0.01,32,32,1,10,0.011878439070424065,0.013027556440127748,0.09495775915682315,0.12375704944133759
0.01,32,32,1,14,0.008462884874461452,0.005922483280301094,0.08645820221863687,0.08737578455890928
0.01,32,32,1,20,0.007545518637925852,0.0072641516703047925,0.07228819762046139,0.07641815713473729
0.01,32,32,1,50,0.013449160476392578,0.008914265116410596,0.10895945025341851,0.11507624174867358
0.01,32,32,2,5,0.009979698357637972,0.008405122673138976,0.09123006120324134,0.09998592840773719
0.01,32,32,2,7,0.0064828876999672505,0.007314932998269796,0.07633365385234356,0.08879985128130231
0.01,32,32,2,10,0.00673688756651245,0.007652482882674251,0.07737180069088936,0.09197427545275007
0.01,32,32,2,14,0.010447705887296857,0.03459196590951511,0.10497498667488496,0.19308550017220633
0.01,32,32,2,20,0.009632358055872222,0.01458187960088253,0.0913559979138275,0.1524922741310937
0.01,32,32,2,50,0.007393264480578225,0.00844094975452338,0.07631028824973674,0.09830921462603978
0.01,32,32,3,5,0.01907407601363957,0.0159945563812341,0.13179255783557892,0.1307737933737891
0.01,32,32,3,7,0.020254089771769943,0.016078328846820762,0.12370585903525352,0.13989378192595073
0.01,32,32,3,10,0.022274890411645175,0.023310128466359208,0.15544689804315567,0.19438150099345616
0.01,32,32,3,14,0.020186147245112807,0.044375625039849965,0.15006272805233797,0.23846344011170523
0.01,32,32,3,20,0.016863348452413145,0.019447926564940383,0.11158123573598762,0.1612884168113981
0.01,32,32,3,50,0.01431790534185157,0.0077374836962137905,0.11696924180501983,0.10778718015977315
0.01,32,32,4,5,0.022713985070586206,0.037096054426261356,0.13973132640123367,0.17562479419367655
0.01,32,32,4,7,0.0263273711130023,0.014496406074613333,0.156700794249773,0.10864790103265218
0.01,32,32,4,10,0.032334270514547826,0.10062525208507266,0.18342819809913635,0.33006039687565397
0.01,32,32,4,14,0.01821449723987219,0.006061628394361053,0.12829509299869338,0.09372811977352415
0.01,32,32,4,20,0.05339229293167591,0.038307949368442805,0.26572914483646554,0.2528475395270756
0.01,32,32,4,50,0.07650066536319043,0.05499345622956753,0.30609599802465665,0.25884607647146496
0.01,32,64,1,5,0.005967747408431023,0.010396633895912341,0.07820731535553932,0.10182069135563714
0.01,32,64,1,7,0.007821947762276977,0.00832362160352724,0.08360211469233036,0.0930481765951429
0.01,32,64,1,10,0.00523191291722469,0.001593735285236367,0.06624382823705673,0.04781957556094442
0.01,32,64,1,14,0.00786209171928931,0.002484387219218271,0.08638508493701617,0.05891301482915878
0.01,32,64,1,20,0.004808959545092269,0.001337950400608991,0.05430578510276973,0.04157493423138346
0.01,32,64,1,50,0.008737642245943703,0.007716785683961851,0.08392114032592092,0.10864579251834325
0.01,32,64,2,5,0.011894744476303459,0.008287757036409207,0.11416493535041809,0.09304956878934588
0.01,32,64,2,7,0.006557472739368677,0.022552062225128924,0.07746154338121414,0.15274366097790854
0.01,32,64,2,10,0.0048498051520437,0.003978600010408887,0.06629973426461219,0.07163366356066295
0.01,32,64,2,14,0.011595170576280603,0.005401998458962355,0.1175034095843633,0.08301831781864166
0.01,32,64,2,20,0.006062089106611286,0.01080932275259069,0.07873156783170998,0.1210373586841992
0.01,32,64,2,50,0.004671594676827746,0.007706294800820095,0.06538911589554378,0.0930328688451222
0.01,32,64,3,5,0.022698523672297598,0.027249084253396307,0.16509377479553222,0.18989091153655732
0.01,32,64,3,7,0.0058845685236155985,0.016475762772772993,0.0806280492246151,0.11158715933561325
0.01,32,64,3,10,0.012846241034567355,0.01616352570376226,0.12020775228738785,0.15479084423610143
0.01,32,64,3,14,0.0025881041371273263,0.00860815541818738,0.05346005231452485,0.108851786170687
0.01,32,64,3,20,0.018833891352793824,0.018820284732750485,0.15016868275900683,0.16455877359424317
0.01,32,64,3,50,0.01012793262045653,0.013868806883692741,0.11000545003584453,0.1319571797336851
0.01,32,64,4,5,0.06960865484550595,0.06689789944461413,0.29242732644081115,0.3038890404360635
0.01,32,64,4,7,0.011715538273565472,0.012225007239196981,0.11701485097408294,0.13713867110865458
0.01,32,64,4,10,0.011072026998735964,0.016731349352215017,0.11457986205816269,0.14306886068412236
0.01,32,64,4,14,0.013658211663520584,0.016184893835868155,0.13221276955058178,0.1162115250314985
0.01,32,64,4,20,0.008524402697124364,0.009554015805146523,0.0975245605998983,0.09409526735544205
0.01,32,64,4,50,0.010848346027723025,0.015748769710106508,0.09719638916708175,0.1299144881112235
0.01,32,128,1,5,0.008254508599638938,0.05193644988217524,0.09480259388685226,0.20729281859738485
0.01,32,128,1,7,0.010901468405500055,0.022530736667769297,0.1045394004881382,0.16994080798966543
0.01,32,128,1,10,0.014089952651993372,0.007252488484872239,0.12132830046117306,0.08835757098027638
0.01,32,128,1,14,0.006167933121711637,0.006074371015919107,0.07538620087628563,0.08524610315050397
0.01,32,128,1,20,0.005187854333295642,0.004110623284110001,0.06382420565932989,0.07416096436125892
0.01,32,128,1,50,0.010954978487764796,0.007146333577111363,0.10466688489984899,0.10916167497634888
0.01,32,128,2,5,0.006539132250472903,0.021511000048901354,0.08330936446785926,0.1418103352189064
0.01,32,128,2,7,0.007687551132403314,0.030122440441378524,0.09979601845145225,0.18770663759538106
0.01,32,128,2,10,0.005463266409933567,0.006222373207232782,0.07773358315229416,0.0994691156915256
0.01,32,128,2,14,0.004938978546609481,0.0028599942701735665,0.0672423078212887,0.07091920663203512
0.01,32,128,2,20,0.011993874388281256,0.008380387643618243,0.11951888507852952,0.108871870807239
0.01,32,128,2,50,0.007687478137779094,0.019084611907601357,0.09120916539714449,0.16833520574229105
0.01,32,128,3,5,0.007398951333016157,0.0209147682679551,0.09293523982167244,0.12999969720840454
0.01,32,128,3,7,0.01204997043358162,0.03275988144533975,0.11692644283175468,0.1817498111299106
0.01,32,128,3,10,0.013148178460542113,0.014337475245286311,0.11972797244787216,0.11096518912485667
0.01,32,128,3,14,0.0031860271452994007,0.0029182501270302703,0.056883214080395796,0.05700518882700375
0.01,32,128,3,20,0.004818764865679744,0.00831491340483938,0.06620357884094119,0.09540990527187075
0.01,32,128,3,50,0.022752442541310473,0.007675636559724808,0.14034566176789148,0.1143837720155716
0.01,32,128,4,5,0.00963573012733832,0.029570280175123895,0.10672200307250022,0.16511470398732594
0.01,32,128,4,7,0.0235370061872527,0.015783412847667933,0.1549103158712387,0.12601166537829808
0.01,32,128,4,10,0.00900631538592279,0.008613261527248792,0.10295860454440117,0.11605172391448702
0.01,32,128,4,14,0.010828018120567625,0.004202848666214517,0.10679568288226922,0.06204921752214432
0.01,32,128,4,20,0.05227811118432631,0.01579371520451137,0.2556720096617937,0.13898188407932008
0.01,32,128,4,50,0.014116253332412313,0.03676251242203372,0.12819486253318332,0.25648618383066996
