trial_id,epoch,train_HuberLoss,train_MSE,train_MAE,val_HuberLoss,val_MSE,val_MAE,hidden_size,num_layers,learning_rate,batch_size,window_size,train_l1,train_mse,train_mae,val_l1,val_mse,val_mae
1,1,0.022178696546082694,0.04435739309216539,0.1635399671892325,0.01601445395499468,0.03202890790998936,0.15103667974472046,128,3,1.8018273940431272e-05,128,18,,,,,,
1,2,0.016314097524931032,0.032628195049862065,0.13608580703536668,0.010585549753159285,0.02117109950631857,0.11755196750164032,128,3,1.8018273940431272e-05,128,18,,,,,,
1,3,0.0137239364363874,0.0274478728727748,0.11741341712574165,0.007094366475939751,0.014188732951879501,0.09378289803862572,128,3,1.8018273940431272e-05,128,18,,,,,,
1,4,0.011741262802388519,0.023482525604777038,0.10537355579435825,0.004710150649771094,0.009420301299542189,0.07681883871555328,128,3,1.8018273940431272e-05,128,18,,,,,,
1,5,0.010905744740739465,0.02181148948147893,0.0977495579669873,0.003432763507589698,0.006865527015179396,0.06579375639557838,128,3,1.8018273940431272e-05,128,18,,,,,,
1,6,0.010560734304211413,0.021121468608422827,0.09286050001780193,0.0027038799598813057,0.005407759919762611,0.057259635999798775,128,3,1.8018273940431272e-05,128,18,,,,,,
1,7,0.010368116393995782,0.020736232787991565,0.08889804407954216,0.002333574986550957,0.004667149973101914,0.05132392235100269,128,3,1.8018273940431272e-05,128,18,,,,,,
1,8,0.010122653184225783,0.020245306368451566,0.08554920554161072,0.0021290521253831685,0.004258104250766337,0.047629496082663536,128,3,1.8018273940431272e-05,128,18,,,,,,
1,9,0.009754625440109521,0.019509250880219042,0.08288448676466942,0.0021071454975754023,0.0042142909951508045,0.04648938402533531,128,3,1.8018273940431272e-05,128,18,,,,,,
1,10,0.009216612680271888,0.018433225360543776,0.08050530528028806,0.002084219711832702,0.004168439423665404,0.047637924551963806,128,3,1.8018273940431272e-05,128,18,,,,,,
1,11,0.008751606297058364,0.01750321259411673,0.07794628851115704,0.0018870208878070116,0.003774041775614023,0.045217983424663544,128,3,1.8018273940431272e-05,128,18,,,,,,
1,12,0.008333810905848319,0.016667621811696638,0.07540993392467499,0.0018008113838732243,0.0036016227677464485,0.04430299252271652,128,3,1.8018273940431272e-05,128,18,,,,,,
1,13,0.007998697828346243,0.015997395656692486,0.0735508877163132,0.0017029017908498645,0.003405803581699729,0.04252293147146702,128,3,1.8018273940431272e-05,128,18,,,,,,
1,14,0.007716900989180431,0.015433801978360862,0.07133693154901266,0.0016202350961975753,0.0032404701923951507,0.04074819013476372,128,3,1.8018273940431272e-05,128,18,,,,,,
1,15,0.007427478005411103,0.014854956010822207,0.06923326974113782,0.0015808019088581204,0.003161603817716241,0.03985155373811722,128,3,1.8018273940431272e-05,128,18,,,,,,
1,16,0.007118909784670298,0.014237819569340596,0.0673858377461632,0.001562172023113817,0.003124344046227634,0.03963107615709305,128,3,1.8018273940431272e-05,128,18,,,,,,
1,17,0.006828246351991159,0.013656492703982318,0.06584688493361075,0.0015330762835219502,0.0030661525670439005,0.03971991129219532,128,3,1.8018273940431272e-05,128,18,,,,,,
1,18,0.006592116566025652,0.013184233132051304,0.06424309002856414,0.0014406329137273133,0.0028812658274546266,0.03783726878464222,128,3,1.8018273940431272e-05,128,18,,,,,,
1,19,0.006370542464234556,0.012741084928469112,0.062145293379823364,0.0014129525516182184,0.002825905103236437,0.03701450861990452,128,3,1.8018273940431272e-05,128,18,,,,,,
1,20,0.0061511560779763386,0.012302312155952677,0.06037805198381344,0.0013976037153042853,0.0027952074306085706,0.03649166040122509,128,3,1.8018273940431272e-05,128,18,,,,,,
1,21,0.005967642180621624,0.011935284361243248,0.0587615060309569,0.0013103876844979823,0.0026207753689959645,0.03479042463004589,128,3,1.8018273940431272e-05,128,18,,,,,,
1,22,0.005820741408873194,0.011641482817746388,0.05698820079366366,0.0011959840194322169,0.0023919680388644338,0.033132512122392654,128,3,1.8018273940431272e-05,128,18,,,,,,
1,23,0.0056434208527207375,0.011286841705441475,0.05527932196855545,0.0011319573095533997,0.0022639146191067994,0.0321310181170702,128,3,1.8018273940431272e-05,128,18,,,,,,
1,24,0.005485816674384599,0.010971633348769197,0.05382618432243665,0.0010748262575361878,0.0021496525150723755,0.03121240623295307,128,3,1.8018273940431272e-05,128,18,,,,,,
1,25,0.005380257025535684,0.010760514051071368,0.05267016092936198,0.0010629245662130415,0.002125849132426083,0.03129132278263569,128,3,1.8018273940431272e-05,128,18,,,,,,
1,26,0.00529147718528596,0.01058295437057192,0.051702383905649185,0.000995358917862177,0.001990717835724354,0.03005477599799633,128,3,1.8018273940431272e-05,128,18,,,,,,
1,27,0.005218725590869629,0.010437451181739258,0.05005982875203093,0.0009066719794645905,0.001813343958929181,0.028250117786228657,128,3,1.8018273940431272e-05,128,18,,,,,,
1,28,0.005153171771477598,0.010306343542955195,0.048670041685303055,0.0008427546708844602,0.0016855093417689204,0.026647289283573627,128,3,1.8018273940431272e-05,128,18,,,,,,
1,29,0.005084281365270726,0.010168562730541453,0.04766462417319417,0.000837634433992207,0.001675268867984414,0.025972694158554077,128,3,1.8018273940431272e-05,128,18,,,,,,
1,30,0.005019064674949429,0.010038129349898858,0.04711618755633632,0.0008028440788621083,0.0016056881577242166,0.025317521765828133,128,3,1.8018273940431272e-05,128,18,,,,,,
1,31,0.004991926854321112,0.009983853708642224,0.04623208505411943,0.000717390765203163,0.001434781530406326,0.02402870822697878,128,3,1.8018273940431272e-05,128,18,,,,,,
1,32,0.0049550192391810315,0.009910038478362063,0.045678208116441965,0.0006827823963249102,0.0013655647926498204,0.023605837486684322,128,3,1.8018273940431272e-05,128,18,,,,,,
1,33,0.004925913792249048,0.009851827584498096,0.0453159020592769,0.0006867601623525843,0.0013735203247051686,0.023900152184069157,128,3,1.8018273940431272e-05,128,18,,,,,,
1,34,0.004913460979878437,0.009826921959756874,0.045153374473253884,0.000650404574116692,0.001300809148233384,0.023698913864791393,128,3,1.8018273940431272e-05,128,18,,,,,,
1,35,0.004902090720861452,0.009804181441722903,0.04461516020819545,0.0006169057742226869,0.0012338115484453738,0.02288284059613943,128,3,1.8018273940431272e-05,128,18,,,,,,
1,36,0.0048717951370538986,0.009743590274107797,0.04404717482005557,0.0006184135854709893,0.0012368271709419787,0.02239259984344244,128,3,1.8018273940431272e-05,128,18,,,,,,
1,37,0.0048504693271146,0.0097009386542292,0.043754326179623604,0.0005940715491306037,0.0011881430982612073,0.02210443839430809,128,3,1.8018273940431272e-05,128,18,,,,,,
1,38,0.004838943309247649,0.009677886618495299,0.043579990354677044,0.0005670848331646994,0.0011341696663293988,0.022099299356341362,128,3,1.8018273940431272e-05,128,18,,,,,,
1,39,0.004815557284018723,0.009631114568037447,0.04361300698171059,0.0005664199707098305,0.001132839941419661,0.02245671022683382,128,3,1.8018273940431272e-05,128,18,,,,,,
1,40,0.0047932489117859705,0.009586497823571941,0.043113536977519594,0.0005347760597942397,0.0010695521195884794,0.021030770614743233,128,3,1.8018273940431272e-05,128,18,,,,,,
1,41,0.004795119658714005,0.00959023931742801,0.04229134631653627,0.0005060959665570408,0.0010121919331140816,0.0201945211738348,128,3,1.8018273940431272e-05,128,18,,,,,,
1,42,0.004784081657514132,0.009568163315028263,0.04219399889310201,0.000519501743838191,0.001039003487676382,0.021152183413505554,128,3,1.8018273940431272e-05,128,18,,,,,,
1,43,0.004759519568324322,0.009519039136648644,0.042596728230516114,0.0005209042865317315,0.001041808573063463,0.02185207325965166,128,3,1.8018273940431272e-05,128,18,,,,,,
1,44,0.0047692645142281736,0.009538529028456347,0.04226501425728202,0.0004845895164180547,0.0009691790328361094,0.021102516911923885,128,3,1.8018273940431272e-05,128,18,,,,,,
1,45,0.004742593687600068,0.009485187375200136,0.04174163922046622,0.0004855832376051694,0.0009711664752103388,0.02102150209248066,128,3,1.8018273940431272e-05,128,18,,,,,,
1,46,0.00473175953993632,0.00946351907987264,0.041186637400339045,0.0004882343637291342,0.0009764687274582684,0.01953847147524357,128,3,1.8018273940431272e-05,128,18,,,,,,
1,47,0.004707312694032832,0.009414625388065664,0.040755027594665684,0.0004572261677822098,0.0009144523355644196,0.019344426691532135,128,3,1.8018273940431272e-05,128,18,,,,,,
1,48,0.004710877274192171,0.009421754548384342,0.0408352540495495,0.00040613093005958945,0.0008122618601191789,0.01879750844091177,128,3,1.8018273940431272e-05,128,18,,,,,,
1,49,0.004687485845352057,0.009374971690704115,0.04100014564270774,0.00044903984235133976,0.0008980796847026795,0.01993127167224884,128,3,1.8018273940431272e-05,128,18,,,,,,
1,50,0.0046558556144494405,0.009311711228898881,0.041208306017021336,0.00044199207331985235,0.0008839841466397047,0.020463405176997185,128,3,1.8018273940431272e-05,128,18,,,,,,
1,51,0.004648351794457994,0.009296703588915989,0.04052518199508389,0.00041017873445525765,0.0008203574689105153,0.01927423384040594,128,3,1.8018273940431272e-05,128,18,,,,,,
1,52,0.004616537282345234,0.009233074564690469,0.03980427794158459,0.0004044924135087058,0.0008089848270174116,0.018100698478519917,128,3,1.8018273940431272e-05,128,18,,,,,,
1,53,0.004596642643567368,0.009193285287134737,0.03953413059934974,0.0003899662915500812,0.0007799325831001624,0.018099624663591385,128,3,1.8018273940431272e-05,128,18,,,,,,
1,54,0.0046068029453939134,0.009213605890787827,0.03977036057040095,0.0003840611534542404,0.0007681223069084808,0.01866601873189211,128,3,1.8018273940431272e-05,128,18,,,,,,
1,55,0.004588302625658495,0.00917660525131699,0.040045699570328,0.00041432768921367824,0.0008286553784273565,0.01965917833149433,128,3,1.8018273940431272e-05,128,18,,,,,,
